link_id,src_customer_id,dst_customer_id,link_type,link_distance,detected_at
427,1004,1788,shared_address,8,2026-06-08
428,1788,1004,shared_address,8,2026-06-08
429,60,2694,shared_phone,5,2025-04-19
430,2694,60,shared_phone,5,2025-04-19
431,569,1270,shared_email_domain,20,2025-11-06
432,1270,569,shared_email_domain,20,2025-11-06
433,1570,2480,shared_email_domain,20,2025-05-14
434,2480,1570,shared_email_domain,20,2025-05-14
435,632,1182,shared_email_domain,20,2025-08-31
436,1182,632,shared_email_domain,20,2025-08-31
437,1745,2193,shared_email_domain,20,2026-02-08
438,2193,1745,shared_email_domain,20,2026-02-08
439,1375,2837,shared_address,8,2025-08-31
440,2837,1375,shared_address,8,2025-08-31
441,413,1083,shared_phone,5,2025-05-31
442,1083,413,shared_phone,5,2025-05-31
443,533,2611,shared_email_domain,20,2025-03-03
444,2611,533,shared_email_domain,20,2025-03-03
445,1901,2214,shared_phone,5,2025-03-21
446,2214,1901,shared_phone,5,2025-03-21
447,90,990,shared_phone,5,2026-01-20
448,990,90,shared_phone,5,2026-01-20
449,1530,2393,shared_email_domain,20,2025-05-10
450,2393,1530,shared_email_domain,20,2025-05-10
451,271,2082,shared_phone,5,2025-11-08
452,2082,271,shared_phone,5,2025-11-08
453,1112,1650,shared_phone,5,2025-11-03
454,1650,1112,shared_phone,5,2025-11-03
455,1231,2039,shared_email_domain,20,2025-09-30
456,2039,1231,shared_email_domain,20,2025-09-30
457,1320,1522,shared_phone,5,2025-06-06
458,1522,1320,shared_phone,5,2025-06-06
459,527,1384,shared_address,8,2025-11-12
460,1384,527,shared_address,8,2025-11-12
461,2390,2667,shared_address,8,2025-04-01
462,2667,2390,shared_address,8,2025-04-01
463,396,2461,shared_email_domain,20,2025-11-28
464,2461,396,shared_email_domain,20,2025-11-28
465,145,2545,shared_phone,5,2025-09-03
466,2545,145,shared_phone,5,2025-09-03
467,1633,2653,shared_address,8,2025-07-05
468,2653,1633,shared_address,8,2025-07-05
469,1198,2943,shared_phone,5,2026-04-26
470,2943,1198,shared_phone,5,2026-04-26
471,799,2634,shared_phone,5,2025-05-27
472,2634,799,shared_phone,5,2025-05-27
473,620,1286,shared_address,8,2025-09-22
474,1286,620,shared_address,8,2025-09-22
475,209,756,shared_address,8,2025-12-25
476,756,209,shared_address,8,2025-12-25
477,1179,2847,shared_phone,5,2025-11-22
478,2847,1179,shared_phone,5,2025-11-22
479,274,1949,shared_email_domain,20,2025-10-23
480,1949,274,shared_email_domain,20,2025-10-23
481,26,2174,shared_email_domain,20,2026-04-16
482,2174,26,shared_email_domain,20,2026-04-16
483,248,1378,shared_email_domain,20,2026-06-05
484,1378,248,shared_email_domain,20,2026-06-05
485,1376,1998,shared_phone,5,2026-03-09
486,1998,1376,shared_phone,5,2026-03-09
487,723,2883,shared_address,8,2026-04-11
488,2883,723,shared_address,8,2026-04-11
489,909,2558,shared_phone,5,2025-07-18
490,2558,909,shared_phone,5,2025-07-18
491,732,2132,shared_email_domain,20,2026-01-21
492,2132,732,shared_email_domain,20,2026-01-21
493,1609,2742,shared_address,8,2026-02-26
494,2742,1609,shared_address,8,2026-02-26
495,1053,2360,shared_phone,5,2025-03-28
496,2360,1053,shared_phone,5,2025-03-28
497,979,1283,shared_address,8,2026-02-06
498,1283,979,shared_address,8,2026-02-06
499,413,2653,shared_address,8,2025-09-27
500,2653,413,shared_address,8,2025-09-27
501,321,1978,shared_email_domain,20,2025-06-19
502,1978,321,shared_email_domain,20,2025-06-19
503,2291,2557,shared_phone,5,2025-03-25
504,2557,2291,shared_phone,5,2025-03-25
505,261,695,shared_email_domain,20,2026-01-12
506,695,261,shared_email_domain,20,2026-01-12
507,24,2703,shared_address,8,2025-10-19
508,2703,24,shared_address,8,2025-10-19
509,1164,1794,shared_phone,5,2025-11-15
510,1794,1164,shared_phone,5,2025-11-15
511,640,733,shared_phone,5,2026-05-15
512,733,640,shared_phone,5,2026-05-15
513,312,1928,shared_email_domain,20,2025-06-15
514,1928,312,shared_email_domain,20,2025-06-15
515,1473,1687,shared_phone,5,2026-01-11
516,1687,1473,shared_phone,5,2026-01-11
517,1016,1989,shared_phone,5,2026-02-07
518,1989,1016,shared_phone,5,2026-02-07
519,228,2990,shared_email_domain,20,2025-10-14
520,2990,228,shared_email_domain,20,2025-10-14
521,1230,2450,shared_address,8,2025-10-22
522,2450,1230,shared_address,8,2025-10-22
523,358,1655,shared_phone,5,2026-02-12
524,1655,358,shared_phone,5,2026-02-12
525,1735,1849,shared_address,8,2025-03-28
526,1849,1735,shared_address,8,2025-03-28
527,1435,2320,shared_phone,5,2025-09-10
528,2320,1435,shared_phone,5,2025-09-10
529,1396,2779,shared_email_domain,20,2025-08-14
530,2779,1396,shared_email_domain,20,2025-08-14
531,1865,2650,shared_address,8,2026-04-22
532,2650,1865,shared_address,8,2026-04-22
533,776,2063,shared_email_domain,20,2025-11-11
534,2063,776,shared_email_domain,20,2025-11-11
535,244,1678,shared_address,8,2025-05-25
536,1678,244,shared_address,8,2025-05-25
537,807,2339,shared_phone,5,2026-01-19
538,2339,807,shared_phone,5,2026-01-19
539,673,2230,shared_address,8,2026-05-30
540,2230,673,shared_address,8,2026-05-30
541,981,2075,shared_email_domain,20,2025-04-11
542,2075,981,shared_email_domain,20,2025-04-11
543,1454,2389,shared_phone,5,2025-05-03
544,2389,1454,shared_phone,5,2025-05-03
545,576,993,shared_address,8,2025-08-18
546,993,576,shared_address,8,2025-08-18
547,281,1772,shared_phone,5,2025-10-02
548,1772,281,shared_phone,5,2025-10-02
549,491,1512,shared_email_domain,20,2026-06-03
550,1512,491,shared_email_domain,20,2026-06-03
551,306,600,shared_phone,5,2026-02-16
552,600,306,shared_phone,5,2026-02-16
553,248,1463,shared_phone,5,2025-05-22
554,1463,248,shared_phone,5,2025-05-22
555,955,2602,shared_phone,5,2026-01-21
556,2602,955,shared_phone,5,2026-01-21
557,491,726,shared_email_domain,20,2026-01-21
558,726,491,shared_email_domain,20,2026-01-21
559,2007,2744,shared_address,8,2025-08-20
560,2744,2007,shared_address,8,2025-08-20
561,961,1791,shared_address,8,2026-04-10
562,1791,961,shared_address,8,2026-04-10
563,1994,2843,shared_email_domain,20,2026-05-10
564,2843,1994,shared_email_domain,20,2026-05-10
565,585,789,shared_email_domain,20,2025-11-29
566,789,585,shared_email_domain,20,2025-11-29
567,2296,2788,shared_address,8,2026-01-13
568,2788,2296,shared_address,8,2026-01-13
569,1643,2043,shared_email_domain,20,2025-04-28
570,2043,1643,shared_email_domain,20,2025-04-28
571,245,2600,shared_address,8,2026-03-13
572,2600,245,shared_address,8,2026-03-13
573,25,2545,shared_email_domain,20,2025-10-19
574,2545,25,shared_email_domain,20,2025-10-19
575,1109,2020,shared_email_domain,20,2025-05-14
576,2020,1109,shared_email_domain,20,2025-05-14
577,41,1548,shared_phone,5,2025-08-20
578,1548,41,shared_phone,5,2025-08-20
579,920,2921,shared_email_domain,20,2025-03-10
580,2921,920,shared_email_domain,20,2025-03-10
581,34,294,shared_address,8,2026-06-09
582,294,34,shared_address,8,2026-06-09
583,488,1431,shared_address,8,2026-04-22
584,1431,488,shared_address,8,2026-04-22
585,875,945,shared_email_domain,20,2025-03-09
586,945,875,shared_email_domain,20,2025-03-09
587,2118,2398,shared_phone,5,2025-11-06
588,2398,2118,shared_phone,5,2025-11-06
589,1108,2790,shared_email_domain,20,2025-11-19
590,2790,1108,shared_email_domain,20,2025-11-19
591,607,2172,shared_email_domain,20,2025-03-23
592,2172,607,shared_email_domain,20,2025-03-23
593,1091,1164,shared_email_domain,20,2025-10-04
594,1164,1091,shared_email_domain,20,2025-10-04
595,597,2069,shared_email_domain,20,2026-04-12
596,2069,597,shared_email_domain,20,2026-04-12
597,332,1010,shared_address,8,2026-01-17
598,1010,332,shared_address,8,2026-01-17
599,1885,2433,shared_email_domain,20,2025-08-13
600,2433,1885,shared_email_domain,20,2025-08-13
601,484,1700,shared_phone,5,2025-06-15
602,1700,484,shared_phone,5,2025-06-15
603,1302,1567,shared_address,8,2026-04-20
604,1567,1302,shared_address,8,2026-04-20
605,978,1647,shared_phone,5,2025-10-22
606,1647,978,shared_phone,5,2025-10-22
607,539,1354,shared_address,8,2025-03-25
608,1354,539,shared_address,8,2025-03-25
609,1744,2637,shared_phone,5,2025-11-11
610,2637,1744,shared_phone,5,2025-11-11
611,857,2713,shared_address,8,2026-02-14
612,2713,857,shared_address,8,2026-02-14
613,247,636,shared_address,8,2025-08-27
614,636,247,shared_address,8,2025-08-27
615,612,2059,shared_address,8,2026-03-07
616,2059,612,shared_address,8,2026-03-07
617,17,297,shared_phone,5,2025-06-09
618,297,17,shared_phone,5,2025-06-09
619,1061,1295,shared_phone,5,2026-03-05
620,1295,1061,shared_phone,5,2026-03-05
621,2036,2181,shared_phone,5,2025-05-15
